Name,ssim,PSNR,mse,SNR
SFHQ_pt1_00000533.jpg,0.9397800229832892,30.220197001411844,61.81027285257975,2.5231801658514588
SFHQ_pt1_00000534.jpg,0.9252618087057571,30.415491624442133,59.09234142303467,2.828181169643339
SFHQ_pt1_00000535.jpg,0.8961786617774864,29.051595750524854,80.8948335647583,1.4257168629771877
SFHQ_pt1_00000536.jpg,0.7948133917897268,31.31208317979315,48.069769859313965,3.796987398117537
SFHQ_pt1_00000537.jpg,0.9300398467176818,31.22389963469756,49.05580393473307,3.5161470357410254
SFHQ_pt1_00000538.jpg,0.9070178298605566,28.992787638742428,81.99768606821696,1.5774044980650235
SFHQ_pt1_00000539.jpg,0.9428491703041223,29.54268314246816,72.24570719401042,1.9157794478091792
SFHQ_pt1_00000540.jpg,0.9284071120433002,29.99925076314974,65.03621896107991,1.8793524563532817
SFHQ_pt1_00000541.jpg,0.9514344215846772,28.347249844254456,95.13829771677653,0.6815427771473441
SFHQ_pt1_00000542.jpg,0.9372903296492077,30.019578438581274,64.73252042134602,2.2807708698259206
SFHQ_pt1_00000543.jpg,0.9037377587953812,29.600467229384098,71.29082457224528,2.1088224656073615
SFHQ_pt1_00000544.jpg,0.8549805405790433,31.35855931309321,47.558092753092446,3.632218281261992
SFHQ_pt1_00000545.jpg,0.9448163365930157,33.043088820822426,32.26795768737793,5.316411335512709
SFHQ_pt1_00000546.jpg,0.9337608599056377,32.82889492796918,33.89931074778239,5.28180028204816
SFHQ_pt1_00000547.jpg,0.9421110779382016,31.60260420467391,44.95934136708578,4.060787372168061
SFHQ_pt1_00000548.jpg,0.9198342404882639,28.314142655798964,95.86632855733235,0.6133613313845212
SFHQ_pt1_00000549.jpg,0.8905312974554344,29.131094028295237,79.42751185099284,1.4514297599882806
SFHQ_pt1_00000550.jpg,0.917902982431914,30.42618794998586,58.946980794270836,2.773887095307334
SFHQ_pt1_00000551.jpg,0.9140048172440434,32.36585231203507,37.713351567586265,3.8471778869053423
SFHQ_pt1_00000552.jpg,0.8949225116865254,28.628699731277287,89.16827964782715,1.021443809214336
SFHQ_pt1_00000553.jpg,0.8751844041381689,28.316765190461098,95.808456103007,0.6217180222517964
SFHQ_pt1_00000554.jpg,0.8759155696998235,28.845833345888554,84.81975746154785,1.1439248962081967
SFHQ_pt1_00000555.jpg,0.9075310419481873,29.53678679722287,72.3438606262207,2.033880069420056
SFHQ_pt1_00000556.jpg,0.8935288490451517,30.83409777883062,53.66246064503988,2.9592912632326414
SFHQ_pt1_00000557.jpg,0.8754229612603788,30.41106625366041,59.15258598327637,2.8706758870824647
SFHQ_pt1_00000558.jpg,0.9608445510221346,28.30990901180349,95.95982774098714,0.3029869133989644
SFHQ_pt1_00000559.jpg,0.9103825860457407,31.661394936907655,44.354824701944985,4.061319952861884
SFHQ_pt1_00000560.jpg,0.935985929145311,28.972266869607424,82.386048634847,0.5980911296881462
SFHQ_pt1_00000561.jpg,0.9343863117308852,28.57278311325798,90.32376861572266,0.8150200871765316
SFHQ_pt1_00000562.jpg,0.9259535391077629,30.77575765361697,54.38818868001302,3.068898230353959
SFHQ_pt1_00000563.jpg,0.9605662247373846,32.30389922973805,38.2551965713501,4.512398029270545
SFHQ_pt1_00000564.jpg,0.9219983158434257,32.48734580997154,36.67294438680013,3.6193004645735494
SFHQ_pt1_00000565.jpg,0.8735675900740478,31.57695770942056,45.22562630971273,3.977537765854114
SFHQ_pt1_00000566.jpg,0.9054797205735048,29.953206278491898,65.72940985361735,2.1530956350665433
SFHQ_pt1_00000567.jpg,0.9099130310957685,31.991911979206403,41.10448042551676,4.6970422928767475
SFHQ_pt1_00000568.jpg,0.8750399185378149,30.710475050246316,55.211920738220215,3.1141521693096763
SFHQ_pt1_00000569.jpg,0.9025338758757891,30.877372621250384,53.130401611328125,2.923995644113837
