Name,ssim,PSNR,mse,SNR
SFHQ_pt1_00000500.jpg,0.9408556558369192,27.77349792456168,108.57518259684245,0.2665171461063369
SFHQ_pt1_00000501.jpg,0.887611496006056,33.858316022368115,26.745379130045574,6.156984559502797
SFHQ_pt1_00000502.jpg,0.9456267084461701,29.384930236303717,74.91820049285889,1.653756165749665
SFHQ_pt1_00000503.jpg,0.9244746346433831,28.897672351251114,83.8133357365926,1.076103167753798
SFHQ_pt1_00000504.jpg,0.9199287143038569,29.129084195827303,79.46427790323894,1.3653032267162497
SFHQ_pt1_00000505.jpg,0.9095394462380582,31.946940926515765,41.5323273340861,4.638959035223556
SFHQ_pt1_00000506.jpg,0.8268225283889743,29.422279015557553,74.27667586008708,1.7570300697082362
SFHQ_pt1_00000507.jpg,0.8613295195254103,30.2613154324415,61.22782293955485,2.729397073099937
SFHQ_pt1_00000508.jpg,0.9031890309732863,31.081135013428323,50.69520219167074,3.6660184441647696
SFHQ_pt1_00000509.jpg,0.9177713063913961,32.30906332511089,38.20973523457845,4.56126325946488
SFHQ_pt1_00000510.jpg,0.9013805051975428,28.42198719378183,93.51507822672527,0.929950396527413
SFHQ_pt1_00000511.jpg,0.9015745023648298,28.33545844621675,95.39695580800374,0.5014312079690703
SFHQ_pt1_00000512.jpg,0.9271693712078151,32.25297117716439,38.706441243489586,4.6872488791613085
SFHQ_pt1_00000513.jpg,0.842927260030493,30.327569137536706,60.300851821899414,2.4402502461975857
SFHQ_pt1_00000514.jpg,0.8590134156271758,29.07263744780216,80.50384362538655,1.3952028399624148
SFHQ_pt1_00000515.jpg,0.8691265909737665,30.113515573352075,63.34740130106608,2.248368244370107
SFHQ_pt1_00000516.jpg,0.9135289708570804,29.688893472521805,69.8539571762085,2.101587927012349
SFHQ_pt1_00000517.jpg,0.9036614060245703,30.869327946445367,53.228909174601235,3.268401682417525
SFHQ_pt1_00000518.jpg,0.9038828074702129,29.126805352856575,79.5059855779012,1.3108377708829013
SFHQ_pt1_00000519.jpg,0.8466962830972337,30.70864093128717,55.23524284362793,3.1626276215349507
SFHQ_pt1_00000520.jpg,0.9205474431508827,28.97291397552201,82.37377389272054,1.283971082079415
SFHQ_pt1_00000521.jpg,0.9567672537840556,31.35603515284143,47.58574199676514,3.779344997191373
SFHQ_pt1_00000522.jpg,0.9160359517953688,28.212334841621892,98.14018599192302,0.4027004315618261
SFHQ_pt1_00000523.jpg,0.8978510608452461,29.836379053659012,67.5215581258138,2.085301635891528
SFHQ_pt1_00000524.jpg,0.9334459506906173,28.572524761174915,90.32914193471272,0.9005061061619999
SFHQ_pt1_00000525.jpg,0.9267224789307036,28.94366734470024,82.93037446339925,1.3119003877384972
SFHQ_pt1_00000526.jpg,0.9329569100856607,29.341099094833872,75.67814032236735,1.694884283573694
SFHQ_pt1_00000527.jpg,0.935858624671526,30.98841143886058,51.789201736450195,3.4522392348679936
SFHQ_pt1_00000528.jpg,0.8588248395467009,29.096511189380365,80.06251748402913,1.3952387540947073
SFHQ_pt1_00000529.jpg,0.869945204442637,28.589002000534514,89.98708025614421,0.865324016269673
SFHQ_pt1_00000530.jpg,0.906950471179285,28.7111263226581,87.49187596638997,0.7674253825420196
SFHQ_pt1_00000531.jpg,0.9195293532791751,29.245968685426757,77.3541275660197,1.6417023321721136
SFHQ_pt1_00000532.jpg,0.9021911337029525,29.62338819699461,70.91556072235107,1.7363881297119053
